"","sample_id","sample_type","surface_or_deep","sample_type_depth","sample_number","site_name","mountain_range","latitude","longitude","elevation","notes","depth_start","depth_end","measured_temperature","temperature_type","Tann","Tmin","Tmax","MAP","climate_data_source","Tann_snotel","Tmin_snotel","Tmax_snotel","MAP_snotel"
"Calder.BN0105L","Calder.BN0105L","sediment","surface","sediment_surface",91,"East Banner Lake",NA,41.411,-106.354,3071,"cm depths fixed",2.5,4.5,3,"lake bottom water temperature",0.2,-5.7,6.2,1004.42,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0100L","Calder.CL0100L","sediment","surface","sediment_surface",92,"Crater Lake",NA,41.491,-106.248,2954,NA,0,2,18,"lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0102L","Calder.CL0102L","sediment","surface","sediment_surface",93,"Crater Lake",NA,41.491,-106.248,2954,NA,2,4,18,"lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0116L","Calder.CL0116L","sediment","deep","sediment_deep",94,"Crater Lake",NA,41.491,-106.248,2954,NA,16,18,18,"lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0118L","Calder.CL0118L","sediment","deep","sediment_deep",95,"Crater Lake",NA,41.491,-106.248,2954,NA,18,20,18,"lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0120L","Calder.CL0120L","sediment","deep","sediment_deep",96,"Crater Lake",NA,41.491,-106.248,2954,NA,20,22,18,"lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0200L","Calder.CL0200L","sediment","surface","sediment_surface",97,"Crater Lake",NA,41.491,-106.248,2954,NA,0,2,18,"lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0202L2","Calder.CL0202L2","sediment","surface","sediment_surface",98,"Crater Lake",NA,41.491,-106.248,2954,NA,2,4,18,"lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0204L","Calder.CL0204L","sediment","surface","sediment_surface",99,"Crater Lake",NA,41.491,-106.248,2954,NA,4,6,18,"lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.CL0218L","Calder.CL0218L","sediment","deep","sediment_deep",100,"Crater Lake",NA,41.491,-106.248,2954,NA,18,20,18,"lake bottom water temperature",0.6,-5.4,6.5,914.71,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0100L","Calder.EG0100L","sediment","surface","sediment_surface",101,"East Glacier",NA,41.377,-106.256,3290,NA,0,2,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0102L","Calder.EG0102L","sediment","surface","sediment_surface",102,"East Glacier",NA,41.377,-106.256,3290,NA,2,4,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0104L","Calder.EG0104L","sediment","surface","sediment_surface",103,"East Glacier",NA,41.377,-106.256,3290,NA,4,6,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0116L","Calder.EG0116L","sediment","deep","sediment_deep",104,"East Glacier",NA,41.377,-106.256,3290,NA,16,18,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0118L","Calder.EG0118L","sediment","deep","sediment_deep",105,"East Glacier",NA,41.377,-106.256,3290,NA,18,20,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0120L","Calder.EG0120L","sediment","deep","sediment_deep",106,"East Glacier",NA,41.377,-106.256,3290,NA,20,22,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0202L","Calder.EG0202L","sediment","surface","sediment_surface",107,"East Glacier",NA,41.377,-106.256,3290,NA,2,4,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0204L1","Calder.EG0204L1","sediment","surface","sediment_surface",108,"East Glacier",NA,41.377,-106.256,3290,NA,4,6,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0216L","Calder.EG0216L","sediment","deep","sediment_deep",109,"East Glacier",NA,41.377,-106.256,3290,NA,16,18,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0218L","Calder.EG0218L","sediment","deep","sediment_deep",110,"East Glacier",NA,41.377,-106.256,3290,NA,18,20,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0220L","Calder.EG0220L","sediment","deep","sediment_deep",111,"East Glacier",NA,41.377,-106.256,3290,NA,20,22,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0300L","Calder.EG0300L","sediment","surface","sediment_surface",112,"East Glacier",NA,41.377,-106.256,3290,NA,0,2,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0302L","Calder.EG0302L","sediment","surface","sediment_surface",113,"East Glacier",NA,41.377,-106.256,3290,NA,2,4,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0304L","Calder.EG0304L","sediment","surface","sediment_surface",114,"East Glacier",NA,41.377,-106.256,3290,NA,4,6,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0308L2","Calder.EG0308L2","sediment","deep","sediment_deep",115,"East Glacier",NA,41.377,-106.256,3290,NA,18,20,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0316L","Calder.EG0316L","sediment","deep","sediment_deep",116,"East Glacier",NA,41.377,-106.256,3290,NA,16,18,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.EG0320L","Calder.EG0320L","sediment","deep","sediment_deep",117,"East Glacier",NA,41.377,-106.256,3290,NA,20,22,6,"lake bottom water temperature",-0.8,-6.7,5,1093.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.FB0100L","Calder.FB0100L","sediment","surface","sediment_surface",118,"Firebox",NA,41.442,-106.186,2941,NA,0,2,0.3,"lake bottom water temperature",1,-5,7,859.32,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.FB0102L","Calder.FB0102L","sediment","surface","sediment_surface",119,"Firebox",NA,41.442,-106.186,2941,NA,2,4,0.3,"lake bottom water temperature",1,-5,7,859.32,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.HL0100L","Calder.HL0100L","sediment","surface","sediment_surface",120,"Hourglass Lake",NA,41.35,-106.27,3205,NA,0,2,1,"lake bottom water temperature",-0.2,-6,5.6,1002.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.HL0102L","Calder.HL0102L","sediment","surface","sediment_surface",121,"Hourglass Lake",NA,41.35,-106.27,3205,NA,2,4,1,"lake bottom water temperature",-0.2,-6,5.6,1002.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.HL0104L","Calder.HL0104L","sediment","surface","sediment_surface",122,"Hourglass Lake",NA,41.35,-106.27,3205,NA,4,6,1,"lake bottom water temperature",-0.2,-6,5.6,1002.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.HW0100L","Calder.HW0100L","sediment","surface","sediment_surface",123,"Hwy 130 Lake",NA,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",0,2,0.8,"lake bottom water temperature",-0.2,-6,5.6,1002.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.HW0102L","Calder.HW0102L","sediment","surface","sediment_surface",124,"Hwy 130 Lake",NA,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",2,4,0.8,"lake bottom water temperature",-0.2,-6,5.6,1002.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.HW0104L","Calder.HW0104L","sediment","surface","sediment_surface",125,"Hwy 130 Lake",NA,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",4,6,0.8,"lake bottom water temperature",-0.2,-6,5.6,1002.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.HW0116L","Calder.HW0116L","sediment","deep","sediment_deep",126,"Hwy 130 Lake",NA,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",16,18,0.8,"lake bottom water temperature",-0.2,-6,5.6,1002.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.HW0118L","Calder.HW0118L","sediment","deep","sediment_deep",127,"Hwy 130 Lake",NA,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",18,20,0.8,"lake bottom water temperature",-0.2,-6,5.6,1002.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.HW0120L","Calder.HW0120L","sediment","deep","sediment_deep",128,"Hwy 130 Lake",NA,41.351,-106.263,3200,"JVE - lake_list.csv lists this lake as 1 m, but this was not in the notebook - so I am assuming it is rounded and have changed the coring depth and max lake depth to be 0.8 m",20,22,0.8,"lake bottom water temperature",-0.2,-6,5.6,1002.3,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LB0100L","Calder.LB0100L","sediment","surface","sediment_surface",129,"Libby",NA,41.356,-106.294,3277,NA,0,2,9,"lake bottom water temperature",-1,-6.8,4.9,1166.4,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LB0104L","Calder.LB0104L","sediment","surface","sediment_surface",130,"Libby",NA,41.356,-106.294,3277,NA,4,6,9,"lake bottom water temperature",-1,-6.8,4.9,1166.4,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LB0202L","Calder.LB0202L","sediment","surface","sediment_surface",131,"Libby",NA,41.356,-106.294,3277,NA,2,4,9,"lake bottom water temperature",-1,-6.8,4.9,1166.4,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LB0204L","Calder.LB0204L","sediment","surface","sediment_surface",132,"Libby",NA,41.356,-106.294,3277,NA,4,6,9,"lake bottom water temperature",-1,-6.8,4.9,1166.4,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LB0216L","Calder.LB0216L","sediment","deep","sediment_deep",133,"Libby",NA,41.356,-106.294,3277,NA,16,18,9,"lake bottom water temperature",-1,-6.8,4.9,1166.4,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LB0218L","Calder.LB0218L","sediment","deep","sediment_deep",134,"Libby",NA,41.356,-106.294,3277,NA,18,20,9,"lake bottom water temperature",-1,-6.8,4.9,1166.4,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LB0220L","Calder.LB0220L","sediment","deep","sediment_deep",135,"Libby",NA,41.356,-106.294,3277,NA,20,22,9,"lake bottom water temperature",-1,-6.8,4.9,1166.4,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0100L","Calder.LL0100L","sediment","surface","sediment_surface",136,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",0,2,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0118L","Calder.LL0118L","sediment","deep","sediment_deep",137,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",18,20,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0200L","Calder.LL0200L","sediment","surface","sediment_surface",138,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",0,2,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0202L","Calder.LL0202L","sediment","surface","sediment_surface",139,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",2,4,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0216L","Calder.LL0216L","sediment","deep","sediment_deep",140,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",16,18,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0218L","Calder.LL0218L","sediment","deep","sediment_deep",141,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",18,20,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0220L","Calder.LL0220L","sediment","deep","sediment_deep",142,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",20,22,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0300L","Calder.LL0300L","sediment","surface","sediment_surface",143,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",0,2,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0302L","Calder.LL0302L","sediment","surface","sediment_surface",144,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",2,4,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0304L","Calder.LL0304L","sediment","surface","sediment_surface",145,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",4,6,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0316L","Calder.LL0316L","sediment","deep","sediment_deep",146,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",16,18,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0318L","Calder.LL0318L","sediment","deep","sediment_deep",147,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",18,20,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0320L","Calder.LL0320L","sediment","deep","sediment_deep",148,"Long Lake",NA,41.502,-106.368,2728,"John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.",20,22,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0442L","Calder.LL0442L","sediment","deep","sediment_deep",149,"Long Lake",NA,41.502,-106.368,2728,"31 Jan 2022 - went back to notebook, John said mud started at 26 cm, but they started sampling at 38, so subtracted 26 for this sample. John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.No depth listed for this core, we used the average of the three previous cores. potential to find the waypoint and see if these cores are in close proximity, or ask John if he can remember if he cored these all close together, then we would feel better about using the current average listed here (10.266 m)",16,18,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LL0446L","Calder.LL0446L","sediment","deep","sediment_deep",150,"Long Lake",NA,41.502,-106.368,2728,"31 Jan 2022 - went back to notebook, John said mud started at 26 cm, but they started sampling at 38, so subtracted 26 for this sample. John's original lake_list.csv file had this depth (for Long lake) listed as 9.5 m, and this value is not listed anywhere in the notebook. We updated this metadata file with only values found in the notebook.No depth listed for this core, we used the average of the three previous cores. potential to find the waypoint and see if these cores are in close proximity, or ask John if he can remember if he cored these all close together, then we would feel better about using the current average listed here (10.266 m)",20,22,9,"lake bottom water temperature",2.2,-4.5,9,771.64,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LS0100L","Calder.LS0100L","sediment","surface","sediment_surface",151,"Lost Lake",NA,41.444,-106.117,2816,"cm depths fixed",0,2,0.2,"lake bottom water temperature",2,-4.3,8.4,592.95,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LS0102L","Calder.LS0102L","sediment","surface","sediment_surface",152,"Lost Lake",NA,41.444,-106.117,2816,"cm depths fixed",1,3,0.2,"lake bottom water temperature",2,-4.3,8.4,592.95,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LS0106L","Calder.LS0106L","sediment","surface","sediment_surface",153,"Lost Lake",NA,41.444,-106.117,2816,"cm depths fixed",3,5,0.2,"lake bottom water temperature",2,-4.3,8.4,592.95,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LS0108L","Calder.LS0108L","sediment","surface","sediment_surface",154,"Lost Lake",NA,41.444,-106.117,2816,"cm depths fixed",4,6,0.2,"lake bottom water temperature",2,-4.3,8.4,592.95,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LS0132L","Calder.LS0132L","sediment","deep","sediment_deep",155,"Lost Lake",NA,41.444,-106.117,2816,"cm depths fixed",16,18,0.2,"lake bottom water temperature",2,-4.3,8.4,592.95,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LW0100L","Calder.LW0100L","sediment","surface","sediment_surface",156,"Little Windy Pond",NA,41.432,-106.336,2983,NA,0,2,1,"lake bottom water temperature",1,-5.2,7.1,1006.96,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LW0102L","Calder.LW0102L","sediment","surface","sediment_surface",157,"Little Windy Pond",NA,41.432,-106.336,2983,NA,2,4,1,"lake bottom water temperature",1,-5.2,7.1,1006.96,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LW0104L","Calder.LW0104L","sediment","surface","sediment_surface",158,"Little Windy Pond",NA,41.432,-106.336,2983,NA,4,6,1,"lake bottom water temperature",1,-5.2,7.1,1006.96,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LW0116L","Calder.LW0116L","sediment","deep","sediment_deep",159,"Little Windy Pond",NA,41.432,-106.336,2983,NA,16,18,1,"lake bottom water temperature",1,-5.2,7.1,1006.96,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LW0118L","Calder.LW0118L","sediment","deep","sediment_deep",160,"Little Windy Pond",NA,41.432,-106.336,2983,NA,18,20,1,"lake bottom water temperature",1,-5.2,7.1,1006.96,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.LW0120L","Calder.LW0120L","sediment","deep","sediment_deep",161,"Little Windy Pond",NA,41.432,-106.336,2983,NA,20,22,1,"lake bottom water temperature",1,-5.2,7.1,1006.96,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.ML0104L","Calder.ML0104L","sediment","surface","sediment_surface",162,"Mirror Lake",NA,41.338,-106.319,3219,NA,4,6,14,"lake bottom water temperature",-0.7,-6.5,5.1,1209.04,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.ML0200L","Calder.ML0200L","sediment","surface","sediment_surface",163,"Mirror Lake",NA,41.338,-106.319,3219,NA,0,2,14,"lake bottom water temperature",-0.7,-6.5,5.1,1209.04,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.ML0202L","Calder.ML0202L","sediment","surface","sediment_surface",164,"Mirror Lake",NA,41.338,-106.319,3219,NA,2,4,14,"lake bottom water temperature",-0.7,-6.5,5.1,1209.04,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.ML0204L","Calder.ML0204L","sediment","surface","sediment_surface",165,"Mirror Lake",NA,41.338,-106.319,3219,NA,4,6,14,"lake bottom water temperature",-0.7,-6.5,5.1,1209.04,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.ML0216L","Calder.ML0216L","sediment","deep","sediment_deep",166,"Mirror Lake",NA,41.338,-106.319,3219,NA,16,18,14,"lake bottom water temperature",-0.7,-6.5,5.1,1209.04,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.ML0218L","Calder.ML0218L","sediment","deep","sediment_deep",167,"Mirror Lake",NA,41.338,-106.319,3219,NA,18,20,14,"lake bottom water temperature",-0.7,-6.5,5.1,1209.04,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.NB0100L","Calder.NB0100L","sediment","surface","sediment_surface",168,"North Banner Lake",NA,41.415,-106.358,3034,"cm depths fixed",0,2,2.2,"lake bottom water temperature",0.7,-5.3,6.7,970.99,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.NB0105L","Calder.NB0105L","sediment","surface","sediment_surface",169,"North Banner Lake",NA,41.415,-106.358,3034,"cm depths fixed",2.5,4.5,2.2,"lake bottom water temperature",0.7,-5.3,6.7,970.99,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.RL0200L","Calder.RL0200L","sediment","surface","sediment_surface",170,"Round Lake",NA,41.358,-106.271,3239,"John's notes: he went ~1 extra cm between 1-3 cm, so 2 cm is likely 3cm and then 4=5 and 6=7. fixed JVE - 9/26/19",0,2,1.2,"lake bottom water temperature",-0.8,-6.7,5,1081.56,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.RL0202L","Calder.RL0202L","sediment","surface","sediment_surface",171,"Round Lake",NA,41.358,-106.271,3239,"John's notes: he went ~1 extra cm between 1-3 cm, so 2 cm is likely 3cm and then 4=5 and 6=7. fixed JVE - 9/26/20",3,5,1.2,"lake bottom water temperature",-0.8,-6.7,5,1081.56,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SG0100L","Calder.SG0100L","sediment","surface","sediment_surface",172,"South Gap Lake",NA,41.369,-106.299,3350,NA,0,2,15,"lake bottom water temperature",-1.2,-7.2,4.7,1247.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SG0102L","Calder.SG0102L","sediment","surface","sediment_surface",173,"South Gap Lake",NA,41.369,-106.299,3350,NA,2,4,15,"lake bottom water temperature",-1.2,-7.2,4.7,1247.72,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SR0100L","Calder.SR0100L","sediment","surface","sediment_surface",174,"Silver Run",NA,41.326,-106.236,3078,"The notebook says: water depth 4.3 meters on page 1, on page 2 near the water sample parameters, it says 4.0. We decided that this depth associated with the water samples will be in water_samples_depth column, and then we will put an NA for the core depth. In this instance, we decided that the depth 4.3 is more likely to be the coring depth, althought this was not directly stated in the notebook.",0,2,3.5,"lake bottom water temperature",0.6,-5.4,6.7,858.27,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SR0116L","Calder.SR0116L","sediment","deep","sediment_deep",175,"Silver Run",NA,41.326,-106.236,3078,"The notebook says: water depth 4.3 meters on page 1, on page 2 near the water sample parameters, it says 4.0. We decided that this depth associated with the water samples will be in water_samples_depth column, and then we will put an NA for the core depth. In this instance, we decided that the depth 4.3 is more likely to be the coring depth, althought this was not directly stated in the notebook.",16,18,3.5,"lake bottom water temperature",0.6,-5.4,6.7,858.27,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SR0118L","Calder.SR0118L","sediment","deep","sediment_deep",176,"Silver Run",NA,41.326,-106.236,3078,"The notebook says: water depth 4.3 meters on page 1, on page 2 near the water sample parameters, it says 4.0. We decided that this depth associated with the water samples will be in water_samples_depth column, and then we will put an NA for the core depth. In this instance, we decided that the depth 4.3 is more likely to be the coring depth, althought this was not directly stated in the notebook.",18,20,3.5,"lake bottom water temperature",0.6,-5.4,6.7,858.27,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SR0120L","Calder.SR0120L","sediment","deep","sediment_deep",177,"Silver Run",NA,41.326,-106.236,3078,"The notebook says: water depth 4.3 meters on page 1, on page 2 near the water sample parameters, it says 4.0. We decided that this depth associated with the water samples will be in water_samples_depth column, and then we will put an NA for the core depth. In this instance, we decided that the depth 4.3 is more likely to be the coring depth, althought this was not directly stated in the notebook.",20,22,3.5,"lake bottom water temperature",0.6,-5.4,6.7,858.27,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SV0200L","Calder.SV0200L","sediment","surface","sediment_surface",178,"Silver Lake",NA,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",0,2,7,"lake bottom water temperature",-0.2,-6.1,5.7,1150.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SV0202L","Calder.SV0202L","sediment","surface","sediment_surface",179,"Silver Lake",NA,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",2,4,7,"lake bottom water temperature",-0.2,-6.1,5.7,1150.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SV0204L","Calder.SV0204L","sediment","surface","sediment_surface",180,"Silver Lake",NA,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",4,6,7,"lake bottom water temperature",-0.2,-6.1,5.7,1150.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
